"category_name","avg_category_rating","year_month","label"
"Shop by Designer",5,"2006.3","Top 1"
"Womens Luxury Brands",5,"2006.3","Top 1"
"Charms",5,"2006.3","Top 1"
"Clothing, Shoes & Jewelry",5,"2006.3","Top 1"
"Japan",4.63,"2006.4","Top 5"
"CDs & Vinyl",4.63,"2006.4","Top 5"
"Rock",4.63,"2006.4","Top 5"
"Folk Rock",4.63,"2006.4","Top 5"
"World Music",4.63,"2006.4","Top 5"
"Far East & Asia",4.63,"2006.4","Top 5"
"Japan",4.63,"2006.4","Top 4"
"Far East & Asia",4.63,"2006.4","Top 4"
"World Music",4.63,"2006.4","Top 4"
"CDs & Vinyl",4.63,"2006.4","Top 4"
"Electronics",4.75,"2006.4","Top 3"
"Filter Sets",4.75,"2006.4","Top 3"
"Camera & Photo",4.75,"2006.4","Top 3"
"Accessories",4.75,"2006.4","Top 3"
"Filters & Accessories",4.75,"2006.4","Top 3"
"Clothing, Shoes & Jewelry",5,"2006.4","Top 2"
"Clothing, Shoes & Jewelry",5,"2006.4","Top 2"
"Clothing",5,"2006.4","Top 2"
"Men",5,"2006.4","Top 2"
"Clothing, Shoes & Jewelry",5,"2006.4","Top 2"
"Swim",5,"2006.4","Top 2"
"Clothing",5,"2006.4","Top 2"
"Swim",5,"2006.4","Top 2"
"Board Shorts",5,"2006.4","Top 2"
"Men",5,"2006.4","Top 2"
"Surf, Skate & Street",5,"2006.4","Top 2"
"Board Shorts",5,"2006.4","Top 2"
"Surf, Skate & Street",5,"2006.4","Top 2"
"Trench & Rain",5,"2006.4","Top 2"
"Jackets & Coats",5,"2006.4","Top 2"
"Clothing",5,"2006.4","Top 2"
"Men",5,"2006.4","Top 2"
"Surf, Skate & Street",5,"2006.4","Top 2"
"Big & Tall",5,"2006.4","Top 2"
"Board Shorts",5,"2006.4","Top 2"
"Swim",5,"2006.4","Top 2"
"Clothing",5,"2006.4","Top 2"
"Men",5,"2006.4","Top 2"
"Clothing, Shoes & Jewelry",5,"2006.4","Top 2"
"Surf, Skate & Street",5,"2006.4","Top 2"
"Board Shorts",5,"2006.4","Top 2"
"Swim",5,"2006.4","Top 2"
"Clothing",5,"2006.4","Top 2"
"Clothing, Shoes & Jewelry",5,"2006.4","Top 2"
"Men",5,"2006.4","Top 2"
"Big & Tall",5,"2006.4","Top 1"
"Surf, Skate & Street",5,"2006.4","Top 1"
"Swim",5,"2006.4","Top 1"
"Clothing, Shoes & Jewelry",5,"2006.4","Top 1"
"Men",5,"2006.4","Top 1"
"Clothing",5,"2006.4","Top 1"
"Board Shorts",5,"2006.4","Top 1"
"Costumes",4.71,"2006.5","Top 5"
"Costumes & Accessories",4.71,"2006.5","Top 5"
"Accessories",4.71,"2006.5","Top 5"
"Band & Music Fan",4.71,"2006.5","Top 5"
"Novelty, Costumes & More",4.71,"2006.5","Top 5"
"Leg Avenue",4.71,"2006.5","Top 5"
"L",4.71,"2006.5","Top 5"
"Women",4.71,"2006.5","Top 5"
"More Accessories",4.71,"2006.5","Top 5"
"Clothing, Shoes & Jewelry",4.71,"2006.5","Top 5"
"Clothing, Shoes & Jewelry",4.78,"2006.5","Top 4"
"T-Shirts",4.78,"2006.5","Top 4"
"Band & Music Fan",4.78,"2006.5","Top 4"
"Novelty, Costumes & More",4.78,"2006.5","Top 4"
"Shop by Designer",5,"2006.5","Top 3"
"J",5,"2006.5","Top 3"
"Juicy Couture",5,"2006.5","Top 3"
"Women",5,"2006.5","Top 3"
"Novelty, Costumes & More",5,"2006.5","Top 3"
"Novelty",5,"2006.5","Top 3"
"Jewelry",5,"2006.5","Top 3"
"Clothing, Shoes & Jewelry",5,"2006.5","Top 3"
"Charms",5,"2006.5","Top 3"
"Womens Luxury Brands",5,"2006.5","Top 3"
"Sports & Outdoors",5,"2006.5","Top 2"
"Hunting & Fishing",5,"2006.5","Top 2"
"Fixed Blade Hunting Knives",5,"2006.5","Top 2"
"Hunting Knives",5,"2006.5","Top 2"
"Hunting & Tactical Knives",5,"2006.5","Top 2"
"Hunting",5,"2006.5","Top 2"
"Novelty, Costumes & More",5,"2006.5","Top 1"
"Fashion",5,"2006.5","Top 1"
"Statement",5,"2006.5","Top 1"
"Rings",5,"2006.5","Top 1"
"Jewelry",5,"2006.5","Top 1"
"Women",5,"2006.5","Top 1"
"Novelty",5,"2006.5","Top 1"
"Clothing, Shoes & Jewelry",5,"2006.5","Top 1"
"Fine",5,"2006.5","Top 1"
"Clothing",4.73,"2006.6","Top 5"
"Women",4.73,"2006.6","Top 5"
"Petite",4.73,"2006.6","Top 5"
"Briefs",4.73,"2006.6","Top 5"
"Intimates",4.73,"2006.6","Top 5"
"Lingerie, Sleep & Lounge",4.73,"2006.6","Top 5"
"Clothing, Shoes & Jewelry",4.73,"2006.6","Top 5"
"Panties",4.73,"2006.6","Top 5"
"Intimates",4.8,"2006.6","Top 4"
"Sports Bras",4.8,"2006.6","Top 4"
"Bras",4.8,"2006.6","Top 4"
"Women",4.8,"2006.6","Top 4"
"Clothing, Shoes & Jewelry",4.8,"2006.6","Top 4"
"Clothing",4.8,"2006.6","Top 4"
"Lingerie, Sleep & Lounge",4.8,"2006.6","Top 4"
"Oral Hygiene",5,"2006.6","Top 3"
"Tongue Brushes, Scrapers & Cleaners",5,"2006.6","Top 3"
"Health & Personal Care",5,"2006.6","Top 3"
"CDs & Vinyl",5,"2006.6","Top 3"
"Personal Care",5,"2006.6","Top 3"
"Dance & Electronic",5,"2006.6","Top 3"
"Special Interest",5,"2006.6","Top 3"
"Ambient",5,"2006.6","Top 3"
"Techno",5,"2006.6","Top 3"
"Breath Fresheners",5,"2006.6","Top 3"
"Pop",5,"2006.6","Top 3"
"Dance Pop",5,"2006.6","Top 3"
"Beauty",5,"2006.6","Top 2"
"Makeup",5,"2006.6","Top 2"
"Nails",5,"2006.6","Top 2"
"Nail Art",5,"2006.6","Top 2"
"Hiking Daypacks",5,"2006.6","Top 1"
"Backpacks & Bags",5,"2006.6","Top 1"
"Camping & Hiking",5,"2006.6","Top 1"
"Outdoor Gear",5,"2006.6","Top 1"
"Sports & Outdoors",5,"2006.6","Top 1"
"Fixed Blade Hunting Knives",4.57,"2006.7","Top 5"
"Hunting & Tactical Knives",4.57,"2006.7","Top 5"
"Hunting",4.57,"2006.7","Top 5"
"Hunting & Fishing",4.57,"2006.7","Top 5"
"Hunting Knives",4.57,"2006.7","Top 5"
"Sports & Outdoors",4.57,"2006.7","Top 5"
"Baby",4.83,"2006.7","Top 4"
"Socks",4.83,"2006.7","Top 4"
"Accessories",4.83,"2006.7","Top 4"
"Baby Girls",4.83,"2006.7","Top 4"
"Clothing, Shoes & Jewelry",4.83,"2006.7","Top 4"
"Baby Boys",4.83,"2006.7","Top 4"
"Baby Girls",4.83,"2006.7","Top 3"
"Baby Boys",4.83,"2006.7","Top 3"
"Accessories",4.83,"2006.7","Top 3"
"Socks",4.83,"2006.7","Top 3"
"Clothing, Shoes & Jewelry",4.83,"2006.7","Top 3"
"Baby",4.83,"2006.7","Top 3"
"Clothing",5,"2006.7","Top 2"
"Active Pants",5,"2006.7","Top 2"
"Active",5,"2006.7","Top 2"
"Clothing, Shoes & Jewelry",5,"2006.7","Top 2"
"Men",5,"2006.7","Top 2"
"Jewelry",5,"2006.7","Top 1"
"Novelty",5,"2006.7","Top 1"
"Novelty, Costumes & More",5,"2006.7","Top 1"
"Clothing, Shoes & Jewelry",5,"2006.7","Top 1"
"Women",5,"2006.7","Top 1"
"Shop by Designer",5,"2006.7","Top 1"
"Charms",5,"2006.7","Top 1"
"Womens Luxury Brands",5,"2006.7","Top 1"
"Juicy Couture",5,"2006.7","Top 1"
"J",5,"2006.7","Top 1"
"Praise & Worship",4.54,"2006.8","Top 5"
"Christian",4.54,"2006.8","Top 5"
"CDs & Vinyl",4.54,"2006.8","Top 5"
"Movies",4.56,"2006.8","Top 4"
"Movies",4.56,"2006.8","Top 4"
"CDs & Vinyl",4.56,"2006.8","Top 4"
"Childrens Music",4.56,"2006.8","Top 4"
"Movies & TV",4.56,"2006.8","Top 4"
"Movies & TV",4.56,"2006.8","Top 4"
"Childrens Music",4.56,"2006.8","Top 4"
"CDs & Vinyl",4.56,"2006.8","Top 4"
"Exercise & Fitness",4.66,"2006.8","Top 3"
"Sports & Outdoors",4.66,"2006.8","Top 3"
"Jump Ropes",4.66,"2006.8","Top 3"
"Accessories",4.66,"2006.8","Top 3"
"Sports & Outdoors",4.8,"2006.8","Top 2"
"Fixed Blade Hunting Knives",4.8,"2006.8","Top 2"
"Hunting Knives",4.8,"2006.8","Top 2"
"Hunting",4.8,"2006.8","Top 2"
"Hunting & Tactical Knives",4.8,"2006.8","Top 2"
"Hunting & Fishing",4.8,"2006.8","Top 2"
"Nail Art",5,"2006.8","Top 1"
"Beauty",5,"2006.8","Top 1"
"Nails",5,"2006.8","Top 1"
"Makeup",5,"2006.8","Top 1"
"Clothing, Shoes & Jewelry",4.9,"2006.9","Top 5"
"Baby",4.9,"2006.9","Top 5"
"Baby Girls",4.9,"2006.9","Top 5"
"Baby Boys",4.9,"2006.9","Top 5"
"Accessories",4.9,"2006.9","Top 5"
"Socks",4.9,"2006.9","Top 5"
"Women",5,"2006.9","Top 4"
"Novelty, Costumes & More",5,"2006.9","Top 4"
"Juicy Couture",5,"2006.9","Top 4"
"Jewelry",5,"2006.9","Top 4"
"Novelty",5,"2006.9","Top 4"
"J",5,"2006.9","Top 4"
"Shop by Designer",5,"2006.9","Top 4"
"Womens Luxury Brands",5,"2006.9","Top 4"
"Charms",5,"2006.9","Top 4"
"Clothing, Shoes & Jewelry",5,"2006.9","Top 4"
"Bathroom Accessories",5,"2006.9","Top 3"
"Shower Curtains",5,"2006.9","Top 3"
"Shower Curtains, Hooks & Liners",5,"2006.9","Top 3"
"Home & Kitchen",5,"2006.9","Top 3"
"Bath",5,"2006.9","Top 3"
"Fixed Blade Hunting Knives",5,"2006.9","Top 2"
"Sports Water Bottles",5,"2006.9","Top 2"
"Accessories",5,"2006.9","Top 2"
"Sports & Outdoors",5,"2006.9","Top 2"
"Sports & Outdoors",5,"2006.9","Top 2"
"Hunting & Fishing",5,"2006.9","Top 2"
"Hunting",5,"2006.9","Top 2"
"Hunting & Tactical Knives",5,"2006.9","Top 2"
"Hunting Knives",5,"2006.9","Top 2"
"Filter Sets",5,"2006.9","Top 1"
"Accessories",5,"2006.9","Top 1"
"Camera & Photo",5,"2006.9","Top 1"
"Electronics",5,"2006.9","Top 1"
"Filters & Accessories",5,"2006.9","Top 1"
"Nails",4.55,"2007.1","Top 5"
"Makeup",4.55,"2007.1","Top 5"
"Beauty",4.55,"2007.1","Top 5"
"Nail Art",4.55,"2007.1","Top 5"
"Pop",4.56,"2007.1","Top 4"
"CDs & Vinyl",4.56,"2007.1","Top 4"
"New Age",4.56,"2007.1","Top 4"
"Folk",4.56,"2007.1","Top 4"
"Traditional Folk",4.56,"2007.1","Top 4"
"Shower Curtains",4.6,"2007.1","Top 3"
"Bath",4.6,"2007.1","Top 3"
"Home & Kitchen",4.6,"2007.1","Top 3"
"Bathroom Accessories",4.6,"2007.1","Top 3"
"Shower Curtains, Hooks & Liners",4.6,"2007.1","Top 3"
"Clothing, Shoes & Jewelry",4.83,"2007.1","Top 2"
"Men",4.83,"2007.1","Top 2"
"Clothing",4.83,"2007.1","Top 2"
"Jackets & Coats",4.83,"2007.1","Top 2"
"Trench & Rain",4.83,"2007.1","Top 2"
"Clothing, Shoes & Jewelry",5,"2007.1","Top 1"
"Clothing",5,"2007.1","Top 1"
"Fashion Hoodies & Sweatshirts",5,"2007.1","Top 1"
"Fashion Hoodies & Sweatshirts",5,"2007.1","Top 1"
"Clothing",5,"2007.1","Top 1"
"Men",5,"2007.1","Top 1"
"Clothing, Shoes & Jewelry",5,"2007.1","Top 1"
"Men",5,"2007.1","Top 1"
"Movies",4.54,"2007.10","Top 5"
"Movies & TV",4.54,"2007.10","Top 5"
"Childrens Music",4.54,"2007.10","Top 5"
"CDs & Vinyl",4.54,"2007.10","Top 5"
"Movies",4.54,"2007.10","Top 5"
"Movies & TV",4.54,"2007.10","Top 5"
"Childrens Music",4.54,"2007.10","Top 5"
"CDs & Vinyl",4.54,"2007.10","Top 5"
"Nail Art",4.8,"2007.10","Top 4"
"Nails",4.8,"2007.10","Top 4"
"Makeup",4.8,"2007.10","Top 4"
"Beauty",4.8,"2007.10","Top 4"
"Men",5,"2007.10","Top 3"
"Men",5,"2007.10","Top 3"
"Board Shorts",5,"2007.10","Top 3"
"Surf, Skate & Street",5,"2007.10","Top 3"
"Clothing, Shoes & Jewelry",5,"2007.10","Top 3"
"Swim",5,"2007.10","Top 3"
"Board Shorts",5,"2007.10","Top 3"
"Surf, Skate & Street",5,"2007.10","Top 3"
"Clothing, Shoes & Jewelry",5,"2007.10","Top 3"
"Men",5,"2007.10","Top 3"
"Clothing",5,"2007.10","Top 3"
"Swim",5,"2007.10","Top 3"
"Board Shorts",5,"2007.10","Top 3"
"Big & Tall",5,"2007.10","Top 3"
"Surf, Skate & Street",5,"2007.10","Top 3"
"Clothing",5,"2007.10","Top 3"
"Clothing, Shoes & Jewelry",5,"2007.10","Top 3"
"Men",5,"2007.10","Top 3"
"Clothing, Shoes & Jewelry",5,"2007.10","Top 3"
"Clothing",5,"2007.10","Top 3"
"Men",5,"2007.10","Top 3"
"Clothing",5,"2007.10","Top 3"
"Clothing, Shoes & Jewelry",5,"2007.10","Top 3"
"Men",5,"2007.10","Top 3"
"Clothing",5,"2007.10","Top 3"
"Swim",5,"2007.10","Top 3"
"Board Shorts",5,"2007.10","Top 3"
"Surf, Skate & Street",5,"2007.10","Top 3"
"Fashion Hoodies & Sweatshirts",5,"2007.10","Top 3"
"Fashion Hoodies & Sweatshirts",5,"2007.10","Top 3"
"Clothing",5,"2007.10","Top 3"
"Clothing, Shoes & Jewelry",5,"2007.10","Top 3"
"Swim",5,"2007.10","Top 3"
"Surf, Skate & Street",5,"2007.10","Top 2"
"Big & Tall",5,"2007.10","Top 2"
"Swim",5,"2007.10","Top 2"
"Clothing",5,"2007.10","Top 2"
"Men",5,"2007.10","Top 2"
"Clothing, Shoes & Jewelry",5,"2007.10","Top 2"
"Board Shorts",5,"2007.10","Top 2"
"Charms",5,"2007.10","Top 1"
"Womens Luxury Brands",5,"2007.10","Top 1"
"Shop by Designer",5,"2007.10","Top 1"
"Jewelry",5,"2007.10","Top 1"
"Novelty",5,"2007.10","Top 1"
"Novelty, Costumes & More",5,"2007.10","Top 1"
"Women",5,"2007.10","Top 1"
"Juicy Couture",5,"2007.10","Top 1"
"J",5,"2007.10","Top 1"
"Clothing, Shoes & Jewelry",5,"2007.10","Top 1"
"Beauty",4.61,"2007.11","Top 5"
"Nails",4.61,"2007.11","Top 5"
"Nail Art",4.61,"2007.11","Top 5"
"Makeup",4.61,"2007.11","Top 5"
"Clothing, Shoes & Jewelry",4.66,"2007.11","Top 4"
"Trench & Rain",4.66,"2007.11","Top 4"
"Jackets & Coats",4.66,"2007.11","Top 4"
"Clothing",4.66,"2007.11","Top 4"
"Men",4.66,"2007.11","Top 4"
"CDs & Vinyl",4.67,"2007.11","Top 3"
"Alternative Rock",4.67,"2007.11","Top 3"
"British Alternative",4.67,"2007.11","Top 3"
"Britpop",4.67,"2007.11","Top 3"
"Pop",4.67,"2007.11","Top 3"
"Rock",4.67,"2007.11","Top 3"
"Women",4.73,"2007.11","Top 2"
"Accessories",4.73,"2007.11","Top 2"
"Handbag Accessories",4.73,"2007.11","Top 2"
"Handbag Accessories",4.73,"2007.11","Top 2"
"Accessories",4.73,"2007.11","Top 2"
"Accessories",4.73,"2007.11","Top 2"
"Women",4.73,"2007.11","Top 2"
"Clothing, Shoes & Jewelry",4.73,"2007.11","Top 2"
"Handbag Hangers",4.73,"2007.11","Top 2"
"Clothing, Shoes & Jewelry",4.73,"2007.11","Top 2"
"Women",4.73,"2007.11","Top 2"
"Handbag Hangers",4.73,"2007.11","Top 2"
"Handbag Accessories",4.73,"2007.11","Top 2"
"Accessories",4.73,"2007.11","Top 2"
"Women",4.73,"2007.11","Top 2"
"Clothing, Shoes & Jewelry",4.73,"2007.11","Top 2"
"Handbag Hangers",4.73,"2007.11","Top 2"
"Handbag Hangers",4.73,"2007.11","Top 2"
"Clothing, Shoes & Jewelry",4.73,"2007.11","Top 2"
"Handbag Accessories",4.73,"2007.11","Top 2"
"Health & Personal Care",5,"2007.11","Top 1"
"Ambient",5,"2007.11","Top 1"
"Dance & Electronic",5,"2007.11","Top 1"
"Tongue Brushes, Scrapers & Cleaners",5,"2007.11","Top 1"
"Breath Fresheners",5,"2007.11","Top 1"
"Oral Hygiene",5,"2007.11","Top 1"
"Personal Care",5,"2007.11","Top 1"
"CDs & Vinyl",5,"2007.11","Top 1"
"Techno",5,"2007.11","Top 1"
"Pop",5,"2007.11","Top 1"
"Special Interest",5,"2007.11","Top 1"
"Dance Pop",5,"2007.11","Top 1"
"World Music",4.7,"2007.12","Top 5"
"Far East & Asia",4.7,"2007.12","Top 5"
"Japan",4.7,"2007.12","Top 5"
"CDs & Vinyl",4.7,"2007.12","Top 5"
"Hunting & Tactical Knives",4.84,"2007.12","Top 4"
"Sports & Outdoors",4.84,"2007.12","Top 4"
"Hunting & Fishing",4.84,"2007.12","Top 4"
"Hunting",4.84,"2007.12","Top 4"
"Hunting Knives",4.84,"2007.12","Top 4"
"Fixed Blade Hunting Knives",4.84,"2007.12","Top 4"
"Health & Personal Care",5,"2007.12","Top 3"
"Household Batteries",5,"2007.12","Top 3"
"6V",5,"2007.12","Top 3"
"Household Supplies",5,"2007.12","Top 3"
"Clothing",5,"2007.12","Top 2"
"Fashion Hoodies & Sweatshirts",5,"2007.12","Top 2"
"Men",5,"2007.12","Top 2"
"Clothing, Shoes & Jewelry",5,"2007.12","Top 2"
"Men",5,"2007.12","Top 2"
"Clothing",5,"2007.12","Top 2"
"Clothing, Shoes & Jewelry",5,"2007.12","Top 2"
"Fashion Hoodies & Sweatshirts",5,"2007.12","Top 2"
"Tongue Brushes, Scrapers & Cleaners",5,"2007.12","Top 1"
"Ambient",5,"2007.12","Top 1"
"Dance & Electronic",5,"2007.12","Top 1"
"CDs & Vinyl",5,"2007.12","Top 1"
"Health & Personal Care",5,"2007.12","Top 1"
"Special Interest",5,"2007.12","Top 1"
"Dance Pop",5,"2007.12","Top 1"
"Pop",5,"2007.12","Top 1"
"Techno",5,"2007.12","Top 1"
"Breath Fresheners",5,"2007.12","Top 1"
"Oral Hygiene",5,"2007.12","Top 1"
"Personal Care",5,"2007.12","Top 1"
"Clothing, Shoes & Jewelry",4.63,"2007.2","Top 5"
"Baby",4.63,"2007.2","Top 5"
"Baby Girls",4.63,"2007.2","Top 5"
"Socks",4.63,"2007.2","Top 5"
"Accessories",4.63,"2007.2","Top 5"
"Baby Boys",4.63,"2007.2","Top 5"
"Socks",4.63,"2007.2","Top 4"
"Accessories",4.63,"2007.2","Top 4"
"Baby Boys",4.63,"2007.2","Top 4"
"Baby Girls",4.63,"2007.2","Top 4"
"Baby",4.63,"2007.2","Top 4"
"Clothing, Shoes & Jewelry",4.63,"2007.2","Top 4"
"Far East & Asia",4.65,"2007.2","Top 3"
"Rock",4.65,"2007.2","Top 3"
"Japan",4.65,"2007.2","Top 3"
"CDs & Vinyl",4.65,"2007.2","Top 3"
"Folk Rock",4.65,"2007.2","Top 3"
"World Music",4.65,"2007.2","Top 3"
"Far East & Asia",4.65,"2007.2","Top 2"
"Japan",4.65,"2007.2","Top 2"
"CDs & Vinyl",4.65,"2007.2","Top 2"
"World Music",4.65,"2007.2","Top 2"
"CDs & Vinyl",5,"2007.2","Top 1"
"Oral Hygiene",5,"2007.2","Top 1"
"Breath Fresheners",5,"2007.2","Top 1"
"Tongue Brushes, Scrapers & Cleaners",5,"2007.2","Top 1"
"Dance & Electronic",5,"2007.2","Top 1"
"Ambient",5,"2007.2","Top 1"
"Techno",5,"2007.2","Top 1"
"Pop",5,"2007.2","Top 1"
"Dance Pop",5,"2007.2","Top 1"
"Special Interest",5,"2007.2","Top 1"
"Health & Personal Care",5,"2007.2","Top 1"
"Personal Care",5,"2007.2","Top 1"
"Charms",4.59,"2007.3","Top 5"
"Women",4.59,"2007.3","Top 5"
"Novelty, Costumes & More",4.59,"2007.3","Top 5"
"Novelty",4.59,"2007.3","Top 5"
"Jewelry",4.59,"2007.3","Top 5"
"Juicy Couture",4.59,"2007.3","Top 5"
"Shop by Designer",4.59,"2007.3","Top 5"
"J",4.59,"2007.3","Top 5"
"Womens Luxury Brands",4.59,"2007.3","Top 5"
"Clothing, Shoes & Jewelry",4.59,"2007.3","Top 5"
"Japan",4.61,"2007.3","Top 4"
"Rock",4.61,"2007.3","Top 4"
"Folk Rock",4.61,"2007.3","Top 4"
"World Music",4.61,"2007.3","Top 4"
"Far East & Asia",4.61,"2007.3","Top 4"
"CDs & Vinyl",4.61,"2007.3","Top 4"
"World Music",4.61,"2007.3","Top 3"
"Far East & Asia",4.61,"2007.3","Top 3"
"CDs & Vinyl",4.61,"2007.3","Top 3"
"Japan",4.61,"2007.3","Top 3"
"Clothing, Shoes & Jewelry",5,"2007.3","Top 2"
"Clothing",5,"2007.3","Top 2"
"Women",5,"2007.3","Top 2"
"Fox",5,"2007.3","Top 2"
"F",5,"2007.3","Top 2"
"Tanks & Camis",5,"2007.3","Top 2"
"Juniors",5,"2007.3","Top 2"
"Tops & Tees",5,"2007.3","Top 2"
"Clothing, Shoes & Jewelry",5,"2007.3","Top 1"
"Clothing",5,"2007.3","Top 1"
"Jackets & Coats",5,"2007.3","Top 1"
"Trench & Rain",5,"2007.3","Top 1"
"Men",5,"2007.3","Top 1"
"Japan",4.61,"2007.4","Top 5"
"CDs & Vinyl",4.61,"2007.4","Top 5"
"World Music",4.61,"2007.4","Top 5"
"Far East & Asia",4.61,"2007.4","Top 5"
"Fixed Blade Hunting Knives",4.66,"2007.4","Top 4"
"Hunting Knives",4.66,"2007.4","Top 4"
"Hunting & Tactical Knives",4.66,"2007.4","Top 4"
"Hunting",4.66,"2007.4","Top 4"
"Hunting & Fishing",4.66,"2007.4","Top 4"
"Sports & Outdoors",4.66,"2007.4","Top 4"
"Shoulder Bags",4.67,"2007.4","Top 3"
"Handbags & Wallets",4.67,"2007.4","Top 3"
"Women",4.67,"2007.4","Top 3"
"Clothing, Shoes & Jewelry",4.67,"2007.4","Top 3"
"Women",5,"2007.4","Top 2"
"Women",5,"2007.4","Top 2"
"Handbag Accessories",5,"2007.4","Top 2"
"Accessories",5,"2007.4","Top 2"
"Women",5,"2007.4","Top 2"
"Clothing, Shoes & Jewelry",5,"2007.4","Top 2"
"Accessories",5,"2007.4","Top 2"
"Handbag Accessories",5,"2007.4","Top 2"
"Handbag Hangers",5,"2007.4","Top 2"
"Clothing, Shoes & Jewelry",5,"2007.4","Top 2"
"Clothing, Shoes & Jewelry",5,"2007.4","Top 2"
"Fashion Hoodies & Sweatshirts",5,"2007.4","Top 2"
"Clothing",5,"2007.4","Top 2"
"Men",5,"2007.4","Top 2"
"Clothing, Shoes & Jewelry",5,"2007.4","Top 2"
"Handbag Hangers",5,"2007.4","Top 2"
"Handbag Accessories",5,"2007.4","Top 2"
"Accessories",5,"2007.4","Top 2"
"Clothing, Shoes & Jewelry",5,"2007.4","Top 2"
"Men",5,"2007.4","Top 2"
"Clothing",5,"2007.4","Top 2"
"Fashion Hoodies & Sweatshirts",5,"2007.4","Top 2"
"Handbag Hangers",5,"2007.4","Top 2"
"Handbag Accessories",5,"2007.4","Top 2"
"Accessories",5,"2007.4","Top 2"
"Women",5,"2007.4","Top 2"
"Clothing, Shoes & Jewelry",5,"2007.4","Top 2"
"Handbag Hangers",5,"2007.4","Top 2"
"Sports Water Bottles",5,"2007.4","Top 1"
"Accessories",5,"2007.4","Top 1"
"Sports & Outdoors",5,"2007.4","Top 1"
"Sports & Outdoors",4.63,"2007.5","Top 5"
"Accessories",4.63,"2007.5","Top 5"
"Sports Water Bottles",4.63,"2007.5","Top 5"
"Beauty",4.7,"2007.5","Top 4"
"Nail Art",4.7,"2007.5","Top 4"
"Nails",4.7,"2007.5","Top 4"
"Makeup",4.7,"2007.5","Top 4"
"Dance & Electronic",5,"2007.5","Top 3"
"CDs & Vinyl",5,"2007.5","Top 3"
"Techno",5,"2007.5","Top 3"
"Health & Personal Care",5,"2007.5","Top 3"
"Special Interest",5,"2007.5","Top 3"
"Dance Pop",5,"2007.5","Top 3"
"Ambient",5,"2007.5","Top 3"
"Pop",5,"2007.5","Top 3"
"Tongue Brushes, Scrapers & Cleaners",5,"2007.5","Top 3"
"Breath Fresheners",5,"2007.5","Top 3"
"Oral Hygiene",5,"2007.5","Top 3"
"Personal Care",5,"2007.5","Top 3"
"Surf, Skate & Street",5,"2007.5","Top 2"
"Surf, Skate & Street",5,"2007.5","Top 2"
"Men",5,"2007.5","Top 2"
"Clothing",5,"2007.5","Top 2"
"Swim",5,"2007.5","Top 2"
"Board Shorts",5,"2007.5","Top 2"
"Surf, Skate & Street",5,"2007.5","Top 2"
"Board Shorts",5,"2007.5","Top 2"
"Swim",5,"2007.5","Top 2"
"Clothing",5,"2007.5","Top 2"
"Clothing, Shoes & Jewelry",5,"2007.5","Top 2"
"Clothing, Shoes & Jewelry",5,"2007.5","Top 2"
"Swim",5,"2007.5","Top 2"
"Men",5,"2007.5","Top 2"
"Clothing",5,"2007.5","Top 2"
"Swim",5,"2007.5","Top 2"
"Clothing, Shoes & Jewelry",5,"2007.5","Top 2"
"Board Shorts",5,"2007.5","Top 2"
"Surf, Skate & Street",5,"2007.5","Top 2"
"Board Shorts",5,"2007.5","Top 2"
"Men",5,"2007.5","Top 2"
"Clothing",5,"2007.5","Top 2"
"Men",5,"2007.5","Top 2"
"Clothing, Shoes & Jewelry",5,"2007.5","Top 2"
"Big & Tall",5,"2007.5","Top 2"
"Men",5,"2007.5","Top 1"
"Clothing, Shoes & Jewelry",5,"2007.5","Top 1"
"Swim",5,"2007.5","Top 1"
"Big & Tall",5,"2007.5","Top 1"
"Surf, Skate & Street",5,"2007.5","Top 1"
"Clothing",5,"2007.5","Top 1"
"Board Shorts",5,"2007.5","Top 1"
"Japan",4.7,"2007.6","Top 5"
"CDs & Vinyl",4.7,"2007.6","Top 5"
"Rock",4.7,"2007.6","Top 5"
"Folk Rock",4.7,"2007.6","Top 5"
"World Music",4.7,"2007.6","Top 5"
"Far East & Asia",4.7,"2007.6","Top 5"
"Japan",4.7,"2007.6","Top 4"
"Far East & Asia",4.7,"2007.6","Top 4"
"World Music",4.7,"2007.6","Top 4"
"CDs & Vinyl",4.7,"2007.6","Top 4"
"Trench & Rain",4.89,"2007.6","Top 3"
"Men",4.89,"2007.6","Top 3"
"Clothing, Shoes & Jewelry",4.89,"2007.6","Top 3"
"Clothing",4.89,"2007.6","Top 3"
"Jackets & Coats",4.89,"2007.6","Top 3"
"CDs & Vinyl",5,"2007.6","Top 2"
"Special Interest",5,"2007.6","Top 2"
"Health & Personal Care",5,"2007.6","Top 2"
"Pop",5,"2007.6","Top 2"
"Techno",5,"2007.6","Top 2"
"Ambient",5,"2007.6","Top 2"
"Dance & Electronic",5,"2007.6","Top 2"
"Tongue Brushes, Scrapers & Cleaners",5,"2007.6","Top 2"
"Dance Pop",5,"2007.6","Top 2"
"Breath Fresheners",5,"2007.6","Top 2"
"Oral Hygiene",5,"2007.6","Top 2"
"Personal Care",5,"2007.6","Top 2"
"Tops & Tees",5,"2007.6","Top 1"
"Tanks & Camis",5,"2007.6","Top 1"
"Juniors",5,"2007.6","Top 1"
"Women",5,"2007.6","Top 1"
"Clothing, Shoes & Jewelry",5,"2007.6","Top 1"
"F",5,"2007.6","Top 1"
